year,ward_number,legacy_education,legacy_graduate,legacy_cases,education_raw,graduate_plus,pending_cases,source_url,graduate_disagreement
2017,38-E,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=770,FALSE
2017,44-S,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=486,FALSE
2017,54-E,Others,NA,0,Others,NA,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=720,NA
2017,80-N,Graduate,1,4,Graduate,1,4,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1697,FALSE
2017,62-E,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=680,FALSE
2017,53-S,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2239,FALSE
2017,61-S,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=587,FALSE
2017,32-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2134,FALSE
2017,31-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2307,FALSE
2017,71-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2579,FALSE
2017,22-S,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2552,FALSE
2017,23-N,Post Graduate,1,NA,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2512,FALSE
2017,76-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2615,FALSE
2017,77-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2688,FALSE
2017,78-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2714,FALSE
2017,83-S,Graduate Professional,1,2,Graduate Professional,1,2,https://www.myneta.info/delhi2017/candidate.php?candidate_id=117,FALSE
2017,84-S,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=120,FALSE
2017,85-S,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2879,FALSE
2017,10-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1926,FALSE
2017,65-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1639,FALSE
2017,101-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=3024,FALSE
2017,19-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2465,FALSE
2017,73-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1679,FALSE
2017,42-E,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=747,FALSE
2017,31-E,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=784,FALSE
2017,15-E,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2283,FALSE
2017,69-N,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1665,FALSE
2017,62-N,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1841,FALSE
2017,63-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1636,FALSE
2017,79-N,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1694,FALSE
2017,25-E,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2338,FALSE
2017,56-E,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2728,FALSE
2017,56-S,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=452,FALSE
2017,17-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=373,FALSE
2017,60-E,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=704,FALSE
2017,89-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1449,FALSE
2017,64-E,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=6,FALSE
2017,48-E,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2676,FALSE
2017,9-S,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2024,FALSE
2017,45-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1401,FALSE
2017,47-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1421,FALSE
2017,48-N,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1437,FALSE
2017,33-E,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2387,FALSE
2017,20-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2474,FALSE
2017,6-S,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=347,FALSE
2017,75-S,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=196,FALSE
2017,13-S,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2046,FALSE
2017,12-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=907,FALSE
2017,71-N,12th Pass,0,0,NA,NA,NA,NA,NA
2017,2-E,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2201,FALSE
2017,3-E,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2211,FALSE
2017,93-S,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1357,FALSE
2017,82-S,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1290,FALSE
2017,28-S,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2699,FALSE
2017,69-S,12th Pass,0,1,12th Pass,0,1,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1188,FALSE
2017,64-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=808,FALSE
2017,26-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=983,FALSE
2017,23-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2074,FALSE
2017,20-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2531,FALSE
2017,10-E,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=53,FALSE
2017,7-S,12th Pass,0,1,12th Pass,0,1,https://www.myneta.info/delhi2017/candidate.php?candidate_id=349,FALSE
2017,17-E,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2298,FALSE
2017,29-E,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2360,FALSE
2017,72-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1678,FALSE
2017,39-E,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2518,FALSE
2017,98-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1766,FALSE
2017,45-E,10th Pass,0,2,10th Pass,0,2,https://www.myneta.info/delhi2017/candidate.php?candidate_id=617,FALSE
2017,100-S,Graduate,1,9,Graduate,1,9,https://www.myneta.info/delhi2017/candidate.php?candidate_id=3000,FALSE
